gene_name,logFC,adj.P.Val
Epb41l3,-1.4,0.603
AC102077.1,-1.3,0.603
Poli,-5.1,0.458
Slamf8,-1.6,0.602
Aimp2,-1.4,0.603
Tmc6,-1.3,0.598
Rpl31,0.73,0.551
Slc35c1,-1.7,0.605
Gga1,1,0.575
Eps8l1,-3.7,0.529
Ermard,1.1,0.6
Trim32,-1.8,0.603
Tmem229a,-9,0.332
Grasp,5.7,0.473
Akap13,0.7,0.529
Il1a,0.78,0.466
Tubd1,-4.6,0.51
Ccdc125,-8.6,0.337
Abhd13,-1.4,0.6
RP24-271M20.3,2.8,0.603
Cd84,0.53,0.502
Rbm8a,0.67,0.525
Ash2l,-0.87,0.565
Hmox2,-0.5,0.503
Ctso,-0.61,0.507
RP23-311C19.1,2.9,0.565
Crot,-0.8,0.535
Tmem47,-8.4,0.374
Gas7,6,0.406
Uqcr11,0.66,0.512
Kin,-1.4,0.598
Mnt,3.3,0.54
RP24-341K21.6,-5.3,0.477
Cutc,-2.6,0.603
Mgmt,2.7,0.598
Pigm,-1.4,0.607
Vcam1,-1.8,0.604
Mtmr9,2.7,0.598
Arhgap29,3.5,0.555
AC162689.1,4.7,0.476
Slu7,-0.95,0.564
Zfp52,-3.1,0.565
Slc15a2,-6.1,0.423
Zfp747,-6.4,0.423
Vcl,5.6,0.478
RP23-32A8.1,-0.68,0.529
Bex2,-7.5,0.348
Appl1,1.1,0.597
Lipe,1.8,0.609
Sgms1,-1.7,0.614
Mtg1,-2.2,0.609
Slc25a32,-2.3,0.605
Lmbr1,-8.1,0.404
Fam185a,-5,0.529
Serpine1,1.8,0.585
Emp2,-8.1,0.424
Gabpb1,-1.1,0.607
Pinx1,-1.9,0.609
Galnt4,-1.2,0.59
Zeb1,1.1,0.592
Dusp16,1.7,0.614
Poll,-4,0.533
Ubxn8,1.2,0.605
Kdm1b,1.2,0.609
Dhx58,-3.6,0.55
Bnip3l,-0.65,0.551
Zbtb11os1,2.2,0.608
RP24-547D11.3,6.8,0.404
Xrn1,1.5,0.603
Glb1l,-3.8,0.536
Med22,-1.1,0.584
Daam1,2.3,0.602
Iqce,-2.9,0.565
Fam118a,-3.9,0.536
Brd2,0.75,0.536
Zfp317,-1.8,0.616
Rap1gap2,4,0.545
Ccdc71l,-1.8,0.616
Nfe2l2,0.52,0.492
Nup50,-1.4,0.614
RP24-366J14.7,-6.4,0.466
Sirt5,-4.7,0.503
Cd38,-3.3,0.603
Bmf,1.9,0.616
Clec4a1,-2.3,0.603
B3galnt2,-2.6,0.595
Rpl27,0.73,0.565
Tmub2,-1,0.58
Dnaaf2,-5.4,0.476
Bend5,-2.1,0.619
Zbtb3,-8.9,0.385
Ern1,3.9,0.529
Zfp93,-6.9,0.455
Cipc,-2.8,0.603
Cd2bp2,-1.3,0.617
Cryz,-1.8,0.617
Tbc1d32,-4.9,0.502
RP24-346B15.3,-7.8,0.39
Taf1c,-6.1,0.441
RP24-503L4.3,5.1,0.497
Cwf19l1,1.7,0.617
AC122037.2,3.8,0.546
Slc5a10,-3.9,0.575
Sp2,-1.8,0.617
Il13ra1,-0.66,0.534
Siglece,-1.1,0.616
Zfp605,-5.9,0.466
Ccbl1,-5.9,0.441
Tatdn3,-1.8,0.614
Coa4,-1.6,0.617
RP23-359F12.1,-1.2,0.605
RP24-96D10.2,-4.8,0.536
Tfrc,-4.5,0.536
Tspyl3,-4.5,0.536
Ifi209,-4.1,0.54
Top1mt,-2.1,0.616
E2f3,-2,0.62
RP23-396C4.1,4,0.557
Man2a1,-4.8,0.492
Hnrnph3,-1.1,0.588
Rpl37a,0.71,0.536
Tmem94,3.5,0.565
Klhl26,-4.2,0.519
Irak3,-5.8,0.453
Lamtor4,0.78,0.569
Plekhm2,1.6,0.621
RP23-241N10.2,2.2,0.62
Cbr2,-3.8,0.624
Arl16,-2.1,0.616
Haus6,-5.1,0.529
Crbn,-0.81,0.566
Mutyh,-5,0.505
Alg10b,5.7,0.502
Rnf111,1,0.598
Ythdf3,-0.85,0.575
Gprasp2,-3.3,0.609
Lrrfip2,1.4,0.621
Icam1,0.54,0.498
Mdh2,0.64,0.525
Glmn,1.9,0.623
Ythdc2,-3,0.597
Dmtf1,-0.9,0.584
Rnaset2a,0.77,0.529
Mettl21a,-0.92,0.593
Mtmr14,-0.95,0.598
Mapk7,-1.6,0.621
RP24-241J19.1,-3.1,0.59
Hjurp,-1,0.599
Slc25a30,2.9,0.603
Rps6ka3,2.1,0.62
Ndrg2,-3.1,0.614
Zfp870,-3.9,0.565
Dsn1,-3.4,0.58
Cars2,1.7,0.623
RP23-68E4.3,1.2,0.622
Tmem57,1.5,0.623
Ccdc124,0.76,0.561
RP23-83G6.2,-3,0.59
Abhd10,-1.5,0.621
Fgfr3,-8.2,0.374
Crybb1,-0.67,0.536
Tab3,3.5,0.575
RP24-230J14.8,3.4,0.575
Degs1,0.68,0.536
Zfp438,-3,0.604
Htra1,-6.6,0.536
Rpl10,0.55,0.534
Zfp472,-2.1,0.624
Irf2bpl,1.1,0.605
RP23-51J23.4,-7,0.406
Zfp760,-4.2,0.565
Slc25a26,-4.8,0.503
Eif3a,0.68,0.552
Telo2,-2.5,0.609
Paip1,-3.8,0.551
Jmjd8,1,0.609
Cep164,1.4,0.619
Picalm,1,0.534
Gpd1,-2.8,0.598
Nsl1,-3.7,0.603
Zfp821,-5.1,0.531
Atl1,-3.8,0.551
Slc24a3,2.5,0.611
Zfp383,-8,0.393
Tmod2,-8.5,0.377
Tmem9,-1.1,0.603
Depdc5,2.8,0.613
Apc,1.3,0.614
Chn1,-8.2,0.423
Setx,1.8,0.625
Rps18,0.59,0.536
Gtf2e1,-4,0.575
Gm10642,5.8,0.486
Tmem134,0.65,0.55
Dse,-1.3,0.62
Sema6d,-6.4,0.441
Crlf2,1.6,0.624
Spata2l,-2,0.625
Gorasp1,-1.2,0.619
Gtf2h4,-3.5,0.599
RP23-355K21.2,6.6,0.466
Sorl1,1.7,0.625
Kdm3b,1.1,0.614
Zbtb8os,1,0.616
Arhgap15,-2.3,0.625
Sspn,-5.8,0.472
Wdr35,-6.2,0.466
Zkscan3,-0.88,0.581
Car7,-3.1,0.598
Tada3,-1,0.616
Slc9a3r2,-6.5,0.466
Arl5a,-1.8,0.625
RP23-428E5.3,-4,0.536
Cast,1,0.619
Lsm10,-0.76,0.562
Shq1,2.1,0.625
Trappc9,-1.4,0.625
Agpat2,-0.83,0.598
Ctu1,-5.8,0.512
Pomt2,-4.2,0.525
Zfp518b,-6.5,0.432
Cks2,1.9,0.625
Srm,-0.77,0.565
Mgst1,-8.3,0.476
Ept1,-4.7,0.529
Actl6a,-0.86,0.592
Zdhhc16,-1.1,0.616
Atp2b1,0.62,0.545
Rgs14,-2.6,0.609
Cenpc1,-3.2,0.584
Pecam1,-4.8,0.507
Snrnp48,1,0.589
Prelid2,-3,0.609
Man2b2,2.3,0.609
Adtrp,-2.7,0.605
Pnkp,-1.1,0.607
D3Ertd751e,1.3,0.624
Rpp38,-1.4,0.625
Tasp1,-5.1,0.484
Yod1,-2.5,0.625
Adck5,-1.6,0.628
Grap,-0.74,0.565
Hacd3,-0.89,0.565
Creb5,3.2,0.616
Stard3,-0.57,0.534
Prpf18,-0.9,0.61
RP23-211P15.1,1.3,0.624
Klhl13,-6.9,0.482
Nnat,-3.1,0.616
Bag5,-0.95,0.59
Kifap3,1.1,0.623
Cdk2,-1.5,0.625
Rps5,0.64,0.542
Zfp60,-3.6,0.581
Kif1c,4.9,0.54
Gng5,0.6,0.536
Taf12,-0.91,0.592
Sall2,4.3,0.565
Usp38,-2.2,0.625
Trp53inp1,-2.7,0.62
Mapk9,-1.1,0.619
Thumpd3,-0.88,0.575
Gpatch11,1.3,0.625
Slc35e2,-5.8,0.512
RP23-366I10.5,3.9,0.603
Brf1,-0.77,0.579
RP24-276H6.1,-2.1,0.625
Hist2h2be,3,0.62
RP23-212I23.1,-7.6,0.421
Ovca2,-5.7,0.519
Birc6,1.3,0.62
Cir1,1.4,0.633
Rps8,0.75,0.558
Lyst,1.8,0.633
Wrb,-1.1,0.62
Pot1a,-1.4,0.625
Vangl1,-4.3,0.558
Stx4a,0.93,0.588
Ada,-7.5,0.466
mt-Nd2,0.65,0.525
Cyp4f16,-3.4,0.609
Pacsin2,-0.6,0.558
Smpd2,-0.97,0.603
AC115896.3,1.4,0.625
Iqch,-7,0.466
Thap8,-5.9,0.503
P2rx7,-0.79,0.575
Lin54,-3.7,0.605
Birc3,-1,0.609
Usf1,-0.82,0.592
Lypd6,-7.4,0.47
Rpl19,0.58,0.565
Btbd10,1.4,0.625
Tifab,-0.74,0.565
Ildr1,-4,0.58
Folr2,-7.6,0.534
Gpm6b,-3.2,0.642
Thoc3,0.91,0.616
Ctps,-2.7,0.624
Gstm1,-2,0.629
Dnajb4,0.89,0.575
Sfxn2,-2.9,0.621
RP23-392O3.3,2.1,0.625
Lrrc14,-1.6,0.629
Mcm2,-7.7,0.509
Ctnnb1,0.7,0.558
Plpp6,-1.7,0.639
Efl1,-1.6,0.638
Nudt7,-1.1,0.625
RP23-152P5.3,-6.1,0.502
Cspg5,-5.6,0.529
Tbc1d24,2.3,0.638
Megf9,5.1,0.557
Slc9a8,1.6,0.642
Zfp26,-3.2,0.61
Tysnd1,-1.4,0.63
Metap1,-1.4,0.625
Tmem33,-0.68,0.536
RP23-204N19.8,-5.2,0.549
Zfp446,-7.1,0.485
RP23-87D8.4,2.3,0.633
Phka2,-2.1,0.64
Nedd4l,-2.9,0.619
Tslp,-4.4,0.575
Impa2,-6.3,0.489
Smim11,0.81,0.565
Fez1,-9,0.472
Clec1a,5,0.565
Slc5a6,-2.7,0.629
Kctd12b,-5.7,0.54
Fbxo46,-4,0.598
RP23-47P18.9,-1.4,0.638
Angel1,-3.4,0.603
Rab19,-6.1,0.534
Siah1a,-0.81,0.598
AC102483.1,1.1,0.638
Cyp46a1,-7,0.478
Fam118b,-1,0.609
Phyhipl,-8,0.484
Gstm4,2.6,0.642
RP23-477N9.6,5.6,0.536
Rnaseh1,-1.1,0.629
Arap1,0.97,0.62
St5,-1.6,0.645
AC121564.2,3.7,0.605
Ppm1m,-1.2,0.625
Dact3,-5,0.544
Socs1,1.3,0.634
Slc25a14,-6.1,0.535
RP24-502H6.2,-7,0.479
Scai,-4.9,0.562
Ajuba,2.8,0.625
Zfp282,-4.6,0.565
Lancl1,-1.2,0.621
Slc37a3,-3.8,0.609
Srbd1,-2.6,0.633
Plekhb1,-6.7,0.527
Foxred1,-1,0.614
Ccpg1os,-3.8,0.607
RP23-127O4.4,4.8,0.565
Baiap2l2,7.8,0.424
Trip10,1.6,0.646
Zfp61,-3.6,0.598
Dcun1d3,-5.3,0.565
Atp1b2,-5.4,0.536
Rmnd5b,0.81,0.605
Gins1,2.2,0.635
Gtf2h3,-5.1,0.606
Cbfa2t2,-1.5,0.646
Lrig3,-2.4,0.633
RP23-380L19.3,3,0.636
Nat8l,3.7,0.6
Spata24,6.2,0.485
Gramd1b,-5.5,0.529
Calcrl,-2.4,0.644
Dmxl2,3,0.625
Prkag2,-3.4,0.577
Flad1,0.98,0.627
Mrc1,-2.6,0.625
RP23-310J6.3,5.8,0.502
Kbtbd7,1.7,0.647
Rbbp4,0.6,0.557
RP23-317N1.2,-3.4,0.625
Zswim3,-6.7,0.486
Acap2,0.74,0.569
RP24-167A12.1,-2.9,0.625
Zfp41,-5.3,0.571
Ywhah,0.42,0.525
Khnyn,-1.5,0.644
Cep152,-1.2,0.624
Ppa1,-3.1,0.624
H2-Oa,0.89,0.587
Sdhaf3,-2.9,0.633
Kat6b,-3,0.63
Cebpd,-0.67,0.54
Tbc1d7,-3.5,0.62
Senp8,-2.9,0.633
Icmt,-3.1,0.621
Tulp4,1.6,0.646
Pfdn1,-0.89,0.616
Pter,2.6,0.645
Slco1c1,-7.6,0.479
Ncbp3,-0.84,0.614
RP23-117O11.4,3.1,0.625
Pfkfb4,-0.9,0.609
Zfp712,-3.6,0.62
Lmnb2,-6.7,0.512
AC149090.1,-0.58,0.536
Map1lc3a,0.72,0.614
Socs5,-3.1,0.621
Sp3os,1.1,0.629
Fbxo30,1.4,0.642
Pars2,3.6,0.597
Zfp275,2.8,0.636
Angptl3,-5.3,0.563
Adcy8,-5,0.565
Gjb6,-5.7,0.557
Spata6,-3.2,0.625
Cdk12,1.2,0.638
Zfp692,-3,0.624
Zfp37,-3.4,0.608
Aimp1,-0.99,0.625
Abcb8,1.2,0.645
Ing3,1.3,0.648
Ehmt2,2,0.647
Lbr,-0.99,0.601
Dgkh,-5.8,0.525
Plin3,-2.7,0.644
RP24-276C17.2,-4.8,0.57
Shb,-3.6,0.598
Acrbp,-5.6,0.562
Tagln3,-7,0.514
Sox9,-6.5,0.536
Blm,4.3,0.581
Nipal3,2.6,0.645
Ccbl2,-6.1,0.534
RP23-242O9.1,-2.5,0.644
Slc25a16,-4.2,0.614
Rpl22l1,0.88,0.616
Sdc3,1.8,0.654
Stradb,-0.96,0.622
Rps12-ps9,2.3,0.625
Cd27,-2.2,0.651
Gdpgp1,-2.9,0.625
Snx16,2.3,0.65
Epb41l5,-6.2,0.525
Glce,3,0.64
Tpd52,0.51,0.542
Rassf2,1.1,0.607
Hivep3,-0.84,0.602
Triqk,-7.9,0.495
Nhej1,2.7,0.643
Clec12a,-4.1,0.623
Gigyf1,3,0.649
RP23-121M13.2,-7,0.519
Abca9,-0.75,0.571
Otub2,-6,0.525
RP24-142B15.4,-3.7,0.62
Sec62,0.56,0.531
Cdc37l1,-1,0.62
Snord13,-2.6,0.633
Fam105a,-0.47,0.501
Timp3,-7.7,0.499
Fabp7,-6.7,0.534
Vegfb,0.83,0.616
RP24-331B5.1,-6.9,0.489
Ttc27,-3.2,0.629
Fancc,-3,0.633
Ddx59,-2.8,0.634
Rasa1,-1,0.624
Acot7,-3.9,0.614
Zfp111,-2.2,0.649
9930104L06Rik,2.4,0.645
Zbtb4,1.5,0.644
Mgat5,-2,0.656
Fblim1,-1.7,0.657
Mllt3,3.8,0.614
RP24-100B13.1,-1.8,0.654
Omg,-8.9,0.485
Arfip1,-1,0.635
Ttll3,-5.5,0.571
Lyrm7,-4.2,0.603
Ammecr1,-3.8,0.607
Lrrc27,3.9,0.598
RP24-95J4.3,-4.2,0.603
Ift57,-3.2,0.624
Fmr1nb,-5,0.62
Slx4,-2.9,0.633
Trabd,-1.4,0.644
Slc12a7,-3.5,0.621
Aacs,-3,0.638
Fut8,-1.6,0.656
Thoc1,-0.85,0.603
RP23-413G8.2,1.7,0.66
Ftl1,0.92,0.485
Fut10,-2,0.66
Grk6,1.2,0.644
Smurf1,1.3,0.644
Klrd1,-3.6,0.624
Ccnd2,-3,0.655
RP23-312B17.3,5.5,0.529
Spg7,1.1,0.629
Slc25a35,-3.1,0.614
Slc25a18,-5.8,0.556
RP23-373B5.4,2.5,0.651
Parp6,-2.4,0.647
Rnf145,-0.86,0.603
RP23-23B10.4,-6,0.529
Faf1,-0.95,0.625
Cwc27,1.3,0.649
Ube2m,1.3,0.661
Rnf121,1.3,0.645
Ttc21b,-4,0.599
Wdr3,-1.3,0.656
Sfmbt2,-6.8,0.502
Clcn5,-3.2,0.625
RP23-370J16.1,-5.2,0.563
Ttll12,2.5,0.633
Adgre4,-7.2,0.513
Pcgf6,-3.2,0.629
Zfp458,-6.5,0.507
RP23-124L1.10,-5.1,0.566
Zfp689,-5.8,0.536
Ndufaf5,1.9,0.666
Plpp2,-3,0.645
Gm4841,2.4,0.647
Mob3a,-0.78,0.598
Zmym6,-2.6,0.65
Zfp39,2.7,0.646
Zfp626,-5.4,0.566
Socs7,3.5,0.625
Cul9,3.5,0.62
Stim1,1.7,0.661
Ccdc191,1.2,0.646
RP24-542M6.2,-4.5,0.592
Pim1,3.1,0.625
Gm17586,-5.5,0.565
Dnmbp,-3.7,0.625
Thsd1,-4.3,0.617
RP23-7E4.4,5.3,0.582
Slc7a10,-6.3,0.558
Satb1,3.8,0.614
Ippk,-4.1,0.625
Tnfrsf22,3.4,0.634
Ccp110,-6.1,0.556
Asb1,-4.3,0.609
Fan1,-7.8,0.507
Aldh1l1,-7.1,0.502
Ppp6r1,-1.1,0.649
Slc39a3,-1.5,0.661
Zswim7,1.5,0.666
Mau2,-0.91,0.619
Mvk,3.2,0.645
Fam73a,-2.3,0.666
Pigz,-4,0.625
Sept8,-2,0.666
Acsl6,-5.5,0.584
Lsg1,-1.3,0.645
Grpel2,-1.2,0.644
Pycr2,-0.77,0.603
RP23-297K24.1,-2.7,0.65
Zbtb49,-2,0.666
Hexim1,1.8,0.666
Derl1,-0.55,0.557
Tex10,-1,0.625
Snx6,-0.48,0.536
Pygm,-5.8,0.534
Arl6,2.8,0.659
Ttyh1,-5.8,0.585
Hopx,-6.2,0.584
Mtss1,-1.3,0.65
Med6,-1.1,0.624
Fnbp4,0.97,0.62
RP23-225D24.1,-6.4,0.537
Arhgap25,-0.65,0.565
Msto1,-4.8,0.599
Ptprz1,-6.1,0.58
Abhd17c,-0.68,0.566
Ndufa12,0.69,0.585
Cers4,3.3,0.646
RP23-349I9.6,1.2,0.645
Fancb,3.9,0.62
Ptk2,-6,0.554
Thap12,-1.5,0.666
Sun2,1.4,0.661
Mis18a,0.95,0.635
Dars,0.65,0.595
Krr1,-1,0.629
Fastkd1,-5.1,0.565
Rufy2,2.2,0.667
Gk,2.7,0.647
Cela1,-5.9,0.575
A830052D11Rik,-5.9,0.58
Rps10-ps2,2.2,0.647
Atl3,2.6,0.651
Mycbp,1.6,0.669
Enpp4,1.6,0.667
Gsto2,-5.6,0.565
Crip1,2.6,0.648
Nek9,1.7,0.668
RP23-279M5.2,-3.9,0.624
RP24-157O12.2,-4.7,0.619
Zfp248,-4.5,0.614
Sugp1,-1.1,0.649
Pilra,-1.1,0.625
Tdrd3,2,0.669
Atg16l1,1.1,0.644
Map3k9,3.8,0.625
Mrgpre,5.2,0.608
Zbtb17,2.1,0.671
Pnp2,-5.3,0.582
Pigv,-1.1,0.625
Zfp667,-7.5,0.58
Gga3,-1.3,0.648
Ccdc77,-2.7,0.652
RP24-77I21.3,-4,0.635
E2f6,1.8,0.671
RP24-67F19.7,-6.5,0.529
Fut4,-3.6,0.625
Rwdd2b,4.4,0.624
Cryba4,-0.72,0.6
Rrp15,-1.2,0.645
RP23-71J17.1,-4.6,0.625
Kcnk1,-7.4,0.534
RP23-221O14.10,0.99,0.633
Cmtm5,-7.7,0.544
Gdap2,-1,0.625
Cnksr3,2.4,0.656
Kctd20,-0.91,0.625
Alg6,-2.5,0.666
Rbl2,-1.4,0.666
Gpr84,0.88,0.536
Zfp420,-3.7,0.625
Hsf2bp,-4,0.624
Rttn,5,0.619
Fitm2,-3.3,0.666
RP23-60P18.13,-7.3,0.529
Dis3l,1.4,0.668
RP24-270O22.1,-4.9,0.58
Det1,-2.7,0.651
Trmo,-1.7,0.666
Dnase1l1,-3.2,0.656
Tmem55a,-1,0.647
Vamp8,0.42,0.525
Katnal1,3.1,0.644
Ero1lb,1.3,0.666
Tlcd1,-3.9,0.625
Prepl,-2.9,0.66
Ly9,3.9,0.62
RP23-366M19.1,1.2,0.669
Cnr2,-3.5,0.633
AC109152.2,1.4,0.659
Rnf103,-1.2,0.624
Rock2,0.57,0.57
Ddx43,1.4,0.666
Rora,-3.7,0.638
Anapc16,-0.84,0.616
Dgcr8,-3.6,0.634
AI846148,-2.6,0.666
Il1rap,-3.7,0.629
Tle1,-2.4,0.659
RP24-144H23.5,-1.5,0.646
Timd4,-6.9,0.564
Casp6,-0.73,0.602
Trpm1,7.7,0.536
Thumpd1,-1.1,0.625
Arhgap27os2,5.3,0.605
Cblb,-3.8,0.625
Rtl6,4.2,0.623
Gpr37l1,-9.5,0.62
Tmed3,0.63,0.565
RP24-214P19.2,-3,0.656
Tmem87a,1.8,0.679
Tpra1,-0.79,0.616
Tmem201,-2.3,0.679
Ntrk2,-5.4,0.633
Dhfr,-4,0.633
Gpbp1,-0.75,0.604
Ica1,4.6,0.614
Gm26857,-5.8,0.588
Arhgef3,-1.3,0.676
RP24-142B15.11,-5.7,0.584
Srsf4,-0.87,0.623
RP23-361M12.2,1.2,0.647
Havcr2,-0.57,0.562
Dnajc13,1.2,0.645
Rbpms,1,0.646
Ell,-1.7,0.666
Ube4a,1.2,0.669
Zfp14,-4,0.636
Slc20a2,-3.2,0.646
RP23-285C18.7,3.2,0.666
Mblac2,-3.2,0.666
Med28,0.6,0.546
Tmem259,1.4,0.679
Acadsb,-0.94,0.624
RP23-207H18.3,3.1,0.651
Tmem191c,2.4,0.666
Rps6ka5,1.8,0.68
RP23-188F24.2,-3.2,0.625
Pik3c2a,1.3,0.666
RP24-238B3.4,-2.2,0.68
Fem1a,-1.3,0.669
Zfand3,1.8,0.68
Ube4b,-2.2,0.679
Btbd2,0.85,0.629
Map1b,-5.3,0.58
Tmem115,-0.89,0.644
Iqcb1,-2.1,0.685
Anapc13,0.63,0.575
Sepn1,-2.4,0.679
Cdk17,-1.4,0.676
Slc10a7,-2.6,0.679
H2-M3,0.67,0.569
Stx18,0.85,0.627
F830016B08Rik,4.4,0.624
Pramef8,-1.9,0.682
Klf12,3.2,0.651
Crk,-0.9,0.625
Vamp5,-1,0.633
Adck2,-2.1,0.673
Tmem177,-2.1,0.682
Eri2,-3.2,0.655
Ndufa2,0.63,0.562
Xrcc2,-4.5,0.625
Akap12,4.1,0.625
Mrpl34,0.71,0.614
Galt,-1.3,0.669
Notch1,1.9,0.685
Zranb1,-1.3,0.658
Per1,1.3,0.666
Adcy9,3.4,0.671
Cks1b,-3.1,0.679
Gbas,-1.2,0.656
Rpl10a,0.86,0.64
RP24-500I24.7,2.5,0.685
RP24-180C9.3,2.9,0.674
Gpr137b-ps,0.78,0.619
Tanc1,-6.6,0.58
Cyba,0.5,0.529
RP23-114N13.4,5.4,0.603
RP23-201I4.11,5,0.619
AC127556.10,4.5,0.62
Lpcat3,-0.53,0.558
Nr1h3,-6.3,0.554
Xpot,-0.99,0.64
RP23-355K21.3,4.8,0.603
Tmem218,-2.3,0.686
Adamts16,1.9,0.686
Plekhg5,2.7,0.679
00R_AC107638.2,4.9,0.605
Pola1,-2.4,0.686
Magi3,-5,0.62
Bud31,0.71,0.587
Enho,-3.5,0.666
Spns2,-1.5,0.687
Ccdc84,-1.2,0.676
Cul4b,-4.8,0.614
RP23-37L2.3,-4.8,0.625
Elac1,-1.9,0.687
Pqlc1,-3.2,0.666
Cyth4,-0.53,0.529
Gp9,-0.81,0.625
Fto,-0.83,0.633
RP23-381B19.2,-3.6,0.666
Oxld1,-2.6,0.677
Klhl2,-1.8,0.687
Bag1,0.57,0.565
Cramp1l,4.3,0.65
AC116511.5,-3.2,0.652
Hrh2,-1.3,0.68
RP23-145N17.1,2.4,0.687
Col15a1,-5.4,0.598
Ap5b1,-3.3,0.656
Pfas,3.7,0.636
Zmat1,-2.6,0.685
Ednrb,-6.7,0.621
Tm4sf1,-6.3,0.565
Unc13b,-3.4,0.654
Nat10,-1.8,0.69
Plcl1,1.3,0.679
Zfp72,-5.2,0.614
Sema4g,2.4,0.686
RP23-389N20.2,-6.4,0.591
D230017M19Rik,-3.2,0.682
Pgap3,-4.7,0.617
Casp7,-3.2,0.666
Cybb,-2.6,0.692
Phf21a,1.5,0.687
Dars2,1.9,0.687
Cdc7,-4.3,0.64
Etl4,5.9,0.562
Gna12,-0.57,0.563
Pycr1,-5.5,0.616
Naa38,0.74,0.609
Fkbp14,2,0.692
RP23-43M12.2,1.9,0.686
Brca2,-4.4,0.654
Rangrf,-4,0.625
RP23-109A22.2,-5.6,0.598
Gpm6a,-5.6,0.65
Ggct,-4.1,0.646
Chml,2.5,0.686
Zfp513,-1.2,0.656
RP23-366E1.3,4.8,0.633
RP23-151C6.1,-5.5,0.585
Shpk,-4.6,0.64
Kitl,-3.1,0.679
Pirb,-1.3,0.668
Paqr8,-6.2,0.582
Slc44a1,1.2,0.651
RP24-554B1.11,-4.3,0.644
Mfsd7b,-3,0.685
Rab3d,2.9,0.685
Nav2,-0.83,0.603
Tbc1d9,1.2,0.676
Clu,-7.2,0.693
Polr1e,-3,0.679
RP23-60P23.7,-4.9,0.616
Mr1,-2.1,0.693
Lrrc59,-0.7,0.606
Mrpl28,-0.93,0.619
Timeless,-5.6,0.62
Noxo1,-4.7,0.634
C2,-5.8,0.616
Psen2,-1.4,0.68
Zfp28,-3.1,0.685
Acaca,3.6,0.648
Isg20l2,-2.2,0.691
Sclt1,1.1,0.669
Amd1,2.2,0.69
Stk4,0.81,0.633
Adap1,1.2,0.675
Car11,2.9,0.669
Igip,3.4,0.682
Atxn2l,1.6,0.694
Gemin5,-3.2,0.679
Cyp2u1,-5.5,0.598
Snrnp40,-0.85,0.62
Ppp2r5d,-1.6,0.694
Avpi1,2.2,0.694
Zcchc17,-0.66,0.603
Lins1,-3.2,0.679
Klhl15,-3,0.679
Gm23935,2.8,0.666
Brpf1,-1.1,0.646
Asrgl1,-2.7,0.686
Rftn1,-1.7,0.694
Tamm41,1.3,0.666
Slx1b,-2.2,0.694
Mobp,-4.5,0.68
Zfp119a,-2,0.691
Abat,-4.5,0.645
Tarbp2,-2.4,0.685
Pde12,-1.2,0.666
Tmem181a,1.5,0.694
Ifi207,-3.6,0.687
Bag2,-4.6,0.656
Mier2,-1,0.652
Plcb4,4.7,0.633
Zbtb43,-2.9,0.685
Clpx,-0.88,0.614
Ints5,-2.9,0.686
Josd1,-1.5,0.685
Hk1,-1.5,0.694
Vps36,0.71,0.614
RP23-184N11.4,2.2,0.694
Pdp2,1.8,0.696
Agpat4,-3.4,0.679
Bivm,-2.3,0.694
Zcchc6,0.77,0.62
Prdx6,-0.85,0.623
Gm10644,-5.7,0.624
Hibch,-2.2,0.696
AC074336.1,4.8,0.625
Tmem263,-2.5,0.694
Uba6,-1.8,0.696
Cog6,-1,0.647
Zfp105,-1.6,0.686
Fbxw9,-1.7,0.696
Myef2,-2.4,0.688
Smyd2,-3.3,0.679
Tspan7,-0.57,0.554
Mblac1,3.2,0.694
Dnajb5,-2.7,0.68
Ccr5,-0.49,0.544
WI1-955B2.1,3.2,0.661
RP23-382I10.1,-4.8,0.644
Nlrx1,-2.7,0.694
Lrch1,-0.72,0.624
Baz1b,0.92,0.644
Ndufaf1,-1.3,0.685
Zfp59,2.8,0.68
Palb2,-5.8,0.625
Ptgr2,-0.88,0.62
Pwp1,-1,0.647
Ccdc130,-1.5,0.691
AC115033.1,-5,0.62
Rpl9,0.64,0.598
Atxn3,-1.3,0.694
Cpped1,-1.6,0.696
RP24-448C16.7,-3,0.68
Ercc3,1.8,0.696
RP24-155C13.1,-2.6,0.694
Hacd2,0.7,0.603
N6amt1,-1.9,0.696
RP23-85A17.3,1.6,0.696
Scg3,-6.1,0.625
Cwc22,-1.6,0.696
Otud5,-1,0.651
Nme4,-3,0.684
RP24-271M20.4,1.5,0.69
Mtmr1,-1.5,0.696
RP24-344N22.3,1.2,0.624
Rps24,0.66,0.598
Kif20b,-5,0.645
Cyb5r1,1.1,0.678
Mad1l1,-3,0.672
Itm2a,-5.9,0.603
Igf1r,2.1,0.698
Agap3,1.4,0.696
Cenpb,2.8,0.696
Osbpl2,-0.9,0.625
Sox15,-5.4,0.631
RP23-379F6.3,5.1,0.648
Vsig10l,-5.2,0.629
RP23-187B11.6,5.8,0.62
Zcchc11,-0.79,0.624
Smchd1,0.97,0.625
Scube1,-5.6,0.625
RP23-317F9.2,-3.8,0.683
Cep120,-1.7,0.696
Cd164,-0.49,0.529
Clec10a,-3.9,0.687
Tet2,1.2,0.656
Pyurf,-3.2,0.679
Kdm6b,1.9,0.698
Ercc6l,4.5,0.646
Rbm34,1,0.65
Fkbp11,-4.7,0.647
