gene_name,logFC,adj.P.Val
RP23-361M12.2,-1.5,0.477
Smad7,-1.2,0.443
RP23-127O4.4,-7.5,0.297
Serf1,4.6,0.412
Setd2,-1,0.447
AC104921.1,-0.76,0.403
Rasgrp4,-4.4,0.375
Prpf19,-2.5,0.477
Tapt1,1.2,0.472
Nav2,-0.94,0.414
Siglecg,-3.6,0.472
Apobr,-2,0.484
Ndufs5,0.9,0.461
Smcr8,-2.6,0.469
Unc45a,-2.9,0.483
Nae1,-0.99,0.452
Supt3,1.5,0.484
Evi2a,0.59,0.353
Ncoa3,-1.1,0.45
Svil,-1.8,0.484
Srebf1,1.9,0.487
2310039H08Rik,1.5,0.482
RP24-454N4.2,2.2,0.484
Sall3,-1.3,0.459
Bcap29,0.83,0.403
Parg,1.8,0.484
Rad51b,3.6,0.434
Harbi1,3.5,0.447
Clk2,-1.1,0.463
Kdm2b,-1.3,0.483
Cox7a2,0.87,0.397
Atp5k,0.88,0.424
Cdk11b,-0.76,0.414
Pum3,1,0.459
Pcnxl3,-2.2,0.487
Dhx34,1.2,0.481
Pard6a,4.8,0.402
Tab2,-1.6,0.466
Ankrd37,2.6,0.484
Ercc3,-2.3,0.491
Fgr,4.7,0.405
Sgk3,-0.81,0.424
Tln1,-0.76,0.404
Tspan13,-0.54,0.378
Gnl1,1.5,0.487
Zcwpw1,1.5,0.492
Slc25a43,7.1,0.268
Egln3,8.6,0.245
Smarcal1,-1.7,0.495
RP23-7F9.1,-2.1,0.495
Dad1,0.59,0.38
Inpp5f,-1.3,0.484
Ptchd1,7.5,0.297
Zfp287,-6.3,0.353
Mrpl12,1,0.453
RP24-297N9.8,1.2,0.482
Edn1,-2.5,0.484
Casp12,-6,0.389
H2-Q7,2.3,0.496
Gsto1,0.83,0.432
Rab7b,13,0.284
Donson,1.6,0.496
Mrgpre,-6.2,0.386
Dnajb1,-0.95,0.389
Fscn1,-0.73,0.424
Tet2,-1.4,0.477
RP23-477N9.6,-5.7,0.388
Zfp157,-1.2,0.476
Bap1,1.3,0.482
Usp46,2.7,0.484
RP23-33O7.1,-1.4,0.477
Rxrg,5.2,0.414
Serhl,-1.4,0.496
Psme2,0.59,0.388
Timeless,9.5,0.257
Sqle,7.6,0.335
Ankrd50,-2.9,0.483
Galt,1.6,0.496
Abcb10,-3,0.481
Crebbp,-1.9,0.484
Sema4g,-3.4,0.463
Smad1,-0.78,0.423
Cry1,-3,0.489
Plcl1,-1.5,0.497
Ggta1,-1,0.447
Katnal1,-4,0.424
Pet100,0.76,0.434
Ciao1,1.2,0.481
Kdm5c,-2.1,0.5
Il1r1,6.1,0.335
Rad21,-1.5,0.496
Sil1,1.1,0.464
Cpd,5.5,0.408
Tspan31,0.54,0.384
Xylt1,8.3,0.234
Ermap,-2.4,0.496
Mpp7,-4.5,0.424
Ica1,-5.7,0.378
Kmt2c,-1.2,0.475
Slc1a5,2.5,0.496
Fut10,2.3,0.501
Tbc1d9,-1.4,0.496
Rttn,-6.6,0.386
Klhl36,-1.7,0.503
Zfp715,0.87,0.443
Ubqln1,-0.74,0.423
Plbd2,1.1,0.452
Vezt,2.4,0.496
Zfp235,2.2,0.497
RP23-264H19.2,-2.2,0.504
Rasal2,-2.1,0.503
Galk1,1.2,0.484
Mtx3,-4.7,0.421
Fabp3,8.6,0.245
Ufl1,-0.89,0.447
Lace1,6.3,0.299
Elf4,-1.8,0.504
Soat1,0.86,0.447
Fxn,5.3,0.39
Spcs1,0.51,0.39
Zfp747,6.1,0.353
RP23-109A22.2,7.3,0.307
Dna2,8.4,0.252
Lrp6,3.4,0.481
Ell,2.1,0.503
Gstk1,-1.5,0.497
Fam58b,1.2,0.479
Itgax,9.2,0.386
Ccdc66,4.1,0.446
Dgcr8,4.6,0.425
Mettl18,-2.5,0.504
Kctd21,4,0.477
Tmem181a,-2.2,0.497
Rab7,0.6,0.407
Yars2,1.1,0.483
Galnt3,-4.8,0.424
Clec12a,6.6,0.389
March5,0.78,0.445
Atp1a3,4.6,0.39
RP23-134H19.3,7.2,0.335
Med29,1.6,0.509
Mrps16,1.1,0.472
Chchd10,3,0.505
Ube2t,7.5,0.307
Bik,4.3,0.46
Fxyd5,6.9,0.484
Slc52a2,1.5,0.496
Stk19,1.3,0.504
Fam135a,-1.9,0.509
RP23-81C12.3,-1.6,0.421
RP23-388I12.2,4.1,0.413
Keap1,1.1,0.481
Atmin,-0.96,0.477
RP23-20A5.3,-2.4,0.504
Ubxn8,-1.4,0.5
Cd38,5,0.459
Nuak2,-1.1,0.482
Arid3b,-1.4,0.503
Rnf149,1,0.488
Cox7c,0.71,0.41
Atp8b1,-6.9,0.329
Snap23,-0.75,0.421
Bhlhe40,9.2,0.322
Abl1,-1.4,0.481
Cd164,-0.56,0.372
Olfr110,4.6,0.439
RP23-50F19.4,-7,0.347
Dhrs1,1.1,0.481
Tada2b,-2,0.514
Zfp771,1.6,0.51
AC102225.2,3.8,0.472
Yeats4,1.5,0.497
Rps23,0.64,0.416
RP24-167A12.1,3.3,0.484
Ddx55,-1.4,0.5
Xrn1,-1.5,0.489
Pum2,-1.7,0.503
Ctsc,0.62,0.357
Ppa2,1.3,0.496
RP23-355K21.2,-6.1,0.386
Tmem138,3.7,0.447
Rtcb,0.76,0.432
Asb10,2.8,0.5
Tecpr1,-1.9,0.514
Msto1,5.8,0.396
Vti1b,0.79,0.447
Hivep1,-3.4,0.482
Csf1,2,0.484
H2-DMa,0.57,0.383
Tut1,3,0.496
Scai,6.1,0.389
Nos1ap,-4.7,0.426
Hsd17b7,7.4,0.327
Socs6,0.78,0.453
Rdh13,7,0.344
Sall2,-4.8,0.442
Zcchc24,-1.6,0.514
Nsd2,-1.6,0.514
RP23-203J4.1,0.93,0.484
Whrn,-1.4,0.5
Nubp1,-1.1,0.463
Btg2,-0.54,0.326
Bcas3,1.5,0.511
RP24-142B15.11,8.1,0.308
Adnp2,-2.2,0.515
RP23-271B20.7,3,0.484
Tmem222,0.86,0.453
Ifi203,4.7,0.447
Nbeal2,-2.7,0.5
Lcmt1,3.7,0.496
Igip,-4.8,0.469
Tbc1d4,4.3,0.472
Epor,6.2,0.388
Ilf3,-1.3,0.496
Ddx49,-1.5,0.512
Arl2bp,1.5,0.514
Psmd11,0.62,0.424
B4galt6,-1.8,0.511
Pnkp,1.2,0.484
Pcf11,-0.9,0.459
Chchd5,1.7,0.514
RP23-168M5.3,1.5,0.507
Dicer1,-1.5,0.514
RP24-459P6.1,-4.6,0.432
Rhobtb2,-3,0.5
Rfwd2,-1.5,0.516
Cnr2,4.1,0.455
9930111J21Rik2,-2.5,0.514
Pcgf6,3.7,0.478
Plin3,3.1,0.504
RP23-383N15.1,-6.4,0.363
Higd1a,0.91,0.473
Il18bp,7.5,0.377
Chchd1,0.89,0.453
Rad52,3.4,0.477
Zfp120,-0.91,0.453
Flnb,-2.9,0.505
Coa4,1.6,0.511
Fam117a,-3.4,0.477
Zbtb33,-3.3,0.496
Lcor,-1.2,0.505
Btf3l4,1.2,0.507
Klhl6,0.68,0.421
RP24-212D8.2,5.6,0.424
Slc9a3r2,6.9,0.362
Eef1g,0.93,0.484
Wdr33,-0.97,0.482
Setdb1,-1.3,0.509
RP23-241N10.1,-5.1,0.413
Nmt2,-2.8,0.51
RP24-84I4.2,-5.6,0.437
Rn7sk,-1.1,0.51
RP23-23G3.3,2.4,0.523
Sp3,-1.1,0.484
Tmem245,-1.4,0.508
RP23-405O11.1,-2,0.531
RP24-88J19.3,-1.2,0.504
Zdhhc1,2,0.531
Dip2b,-0.87,0.447
Ggct,5.4,0.425
Rbfox1,-4.5,0.472
Fam13b,-2.3,0.527
Psmb1,0.69,0.405
RP23-87D8.4,-2.7,0.514
Nmb,-3.2,0.5
RP24-554B1.11,5.7,0.414
Tasp1,5,0.399
Usp45,-2.8,0.518
RP24-427N13.10,-6.2,0.38
Pithd1,1,0.476
Eef1akmt1,1,0.482
Zfp275,-3.1,0.513
Fam118a,3.7,0.482
Eif4e3,-1.1,0.5
RP24-70M22.1,3.2,0.484
Ogfod3,0.97,0.482
Ctse,9.2,0.303
Cyp46a1,8.1,0.329
Tbc1d24,-2.7,0.531
Glrx2,1.2,0.496
Jdp2,-2.6,0.504
Ppm1f,-1.7,0.531
Cycs,0.86,0.484
Mrpl28,1.1,0.469
Iah1,1.1,0.492
Zfp516,-2.8,0.514
Parvg,-0.75,0.432
Ndst2,1.2,0.5
Pip4k2b,-2.7,0.514
Hcfc2,3.4,0.505
Plxnb3,-3.4,0.514
Rabac1,0.63,0.393
Cnpy2,0.66,0.405
Impa2,6.6,0.378
Tubb6,1.5,0.499
Tmem70,-0.95,0.458
Ptgfrn,4.6,0.461
Tmcc3,-0.5,0.402
Wrap53,5.9,0.408
Gpatch11,-1.3,0.514
Layn,-2.6,0.527
Slc37a2,0.78,0.453
Prkch,1.2,0.496
Golga7,0.68,0.456
Il15ra,-1.3,0.514
RP23-151C6.1,7.4,0.324
Cd300lb,9.1,0.344
Sdk1,7.5,0.329
Dhx38,-1.9,0.533
Colec12,6.2,0.434
Als2,-4.3,0.473
Mettl25,-1.8,0.535
RP23-258M15.1,-4.1,0.466
Cdk14,1.9,0.536
Cutc,2.6,0.535
Zbtb41,-4.4,0.484
Plaa,1.3,0.508
Clcf1,-1.6,0.537
Gstz1,2.2,0.537
RP23-184M4.1,6.9,0.322
Usp18,2.1,0.533
Pag1,-0.92,0.443
Ruvbl1,-1,0.484
Aldh3b1,1.6,0.518
Nmnat3,2.7,0.532
Kctd2,2.2,0.533
Prnp,3.4,0.535
Trim2,-1.4,0.505
Lin54,3.8,0.503
Rap2b,4.2,0.484
Alpk1,5.1,0.432
Tsr1,-1.6,0.533
Mcm2,7.4,0.424
Fam168a,-1.4,0.514
Aida,-2.6,0.531
Hdac3,-1,0.497
Fkbp3,0.82,0.453
Kcnj12,3.3,0.518
Ern1,-4.8,0.431
Dap3,1.2,0.514
Emd,2,0.539
Gpd2,4.2,0.497
Slfn5,6.5,0.403
Zfand3,-2.2,0.541
Ttc27,3.9,0.497
Adarb1,3.6,0.52
AC102609.2,7.3,0.363
Dhx58,3.3,0.511
Atf6,-1.3,0.514
RP24-218K1.3,2.6,0.526
Ccl25,5.2,0.482
Ifit3b,7.3,0.39
AA543186,-5.5,0.397
Ptgr1,2.4,0.543
RP23-413C19.2,-2.4,0.543
Fam57a,-4.9,0.456
Pacs1,-1.9,0.544
Lgalsl,6.2,0.402
Crtap,-1.1,0.524
Cbl,-1.1,0.484
Tmx1,0.64,0.439
Plk1,-6.8,0.389
Angel1,3.4,0.507
Sde2,-0.9,0.477
Ttpal,-1.9,0.547
Tshz1,-3,0.531
Fam107b,-1.3,0.504
Nanos1,-4.9,0.491
Endov,4.4,0.461
RP23-161B9.10,3.9,0.496
Wdr35,5.6,0.424
Ttll4,-2.8,0.531
Tjp2,-2.1,0.551
Pacsin2,0.63,0.447
Mrpl46,1.3,0.514
Rnaseh2b,1.4,0.521
Foxj3,2.7,0.533
Arf6,-0.65,0.424
Akap5,5.2,0.443
Zfp652os,2.2,0.548
Ctsh,0.45,0.377
Klf3,-0.63,0.424
Sept11,2.1,0.549
Apaf1,-5,0.482
Paip1,3.6,0.5
Inpp5e,-1.7,0.543
Appl1,-1.1,0.511
RP23-16O15.2,1.7,0.535
Rabggtb,1.3,0.526
Tbl1x,-1.2,0.514
Eif3b,0.71,0.453
RP23-6P9.7,1.9,0.554
Def8,2.9,0.531
Trmt5,1.8,0.554
Tfip11,-1.3,0.531
Cfap45,-2.4,0.554
Tspan9,3,0.523
Zfp592,-1.8,0.548
RP24-167M10.2,-0.9,0.461
Pex26,4.6,0.466
Eif2ak2,3,0.552
Postn,4.6,0.516
Gramd4,-3.4,0.514
RP23-382I10.1,6.6,0.424
Pacsin1,5.1,0.432
Sike1,-0.88,0.479
Mecp2,-1.1,0.506
Ankrd46,-1.2,0.504
RP23-226H21.3,-5.5,0.432
Hnrnpa1,-1.6,0.543
Sgsh,-3.6,0.514
Rps20,0.79,0.463
Usp35,-1.8,0.554
Cmtr1,-4.4,0.482
RP24-531B21.2,-2.3,0.554
Ivns1abp,-0.45,0.38
Btbd10,-1.5,0.533
Nop10,0.65,0.447
Dhdds,1.6,0.542
Zfc3h1,-1.5,0.537
Triqk,8.1,0.389
Bcl2,3.7,0.518
RP24-152K24.2,-3,0.526
Uhrf1bp1l,-1.9,0.554
Atp5h,0.62,0.424
Stxbp4,3.6,0.505
Tm9sf4,0.94,0.5
Fxyd2,7.3,0.386
Slc25a13,4.9,0.477
Mavs,1.1,0.508
Nat2,-2.9,0.545
Stim2,2.3,0.554
Dtd1,1.2,0.52
Nr4a1,-1.3,0.447
Trip10,-1.7,0.554
Dbi,0.99,0.442
Ash2l,0.88,0.484
Gk,-3,0.526
Ept1,4.4,0.482
Rab35,-1.7,0.554
Chmp4b,-1.6,0.551
RP23-380L19.3,-3.2,0.552
Deaf1,-2,0.554
Irak3,5.1,0.447
Cenpb,-3.5,0.535
Vim,5.7,0.503
Wdfy3,-1.3,0.531
Cep170,-1.1,0.498
Acad11,-2.5,0.552
Masp1,3.4,0.531
Zfp932,4.4,0.463
Mad1l1,3.5,0.497
Kpna4,0.83,0.482
Fbxo5,-4,0.512
Rab43,-2.2,0.557
Msl2,-1.7,0.554
Ddx21,-1.7,0.554
Fam210a,2.2,0.556
Gins4,1.2,0.508
Tmem202,4.8,0.484
Gramd1b,5.9,0.432
Pum1,-0.93,0.5
Crebl2,-4.1,0.505
Etfdh,1,0.496
Rars2,-1.1,0.511
Mrpl36,0.82,0.481
Plxdc2,0.5,0.388
Mrps30,0.92,0.496
Zfp37,3.4,0.516
Dars2,-2.2,0.56
Enpp5,-1.6,0.555
Hspa2,6.9,0.424
Acot9,1,0.518
Baiap2l2,7.6,0.368
Hist1h4i,3.8,0.514
Dact3,5.2,0.473
Slc15a3,1.2,0.51
Cd200r4,5.3,0.496
Ftsj2,4.2,0.491
B3galt5,-1.4,0.554
Usp34,-1.4,0.531
AC163329.3,7.9,0.424
Gm26637,-4.1,0.484
RP23-331A21.2,1.9,0.563
Neu3,6.4,0.459
Ankrd54,1.3,0.537
Poli,4.2,0.496
Gltscr1,-3.2,0.523
Hspa8,-0.53,0.382
Mllt3,-4.5,0.496
Gtf2f1,1,0.514
Gstm5,1.4,0.518
Edrf1,3.5,0.531
Jpx,4.3,0.497
Fam217b,-1.7,0.561
Dagla,-3.9,0.526
RP24-202L5.2,0.57,0.424
Slc4a7,-1.1,0.511
RP23-279M5.2,4.1,0.511
Fam43a,-3.6,0.53
Rnase10,-3.3,0.554
Armc1,-0.95,0.496
Huwe1,-1.4,0.554
RP24-100B13.1,2,0.561
Cstf3,-1,0.514
Zfp330,1.2,0.535
RP23-204N19.8,5.3,0.483
Ssfa2,-1.1,0.516
AC102628.1,-2.8,0.546
Epb41l5,6,0.447
Fndc4,6.4,0.473
Ints9,1.3,0.552
RP24-271F24.2,2.2,0.567
Cdc42se2,0.69,0.463
Itpk1,-1.2,0.535
Eid2b,1.8,0.557
AC166332.1,3.9,0.526
Naglu,0.86,0.514
Sc5d,1.3,0.52
Sp3os,1.3,0.544
Abcc1,-1.7,0.56
Gab3,1.9,0.569
RP24-500I24.7,-3,0.563
Sgsm3,1.1,0.531
Ccpg1os,3.8,0.535
Uqcrc1,0.63,0.459
Uqcr11,0.65,0.429
Rxra,-1.7,0.57
Sfxn5,-6.7,0.405
Ache,-3.4,0.514
Cul9,-3.4,0.531
Gemin2,-1.8,0.56
Heatr5b,-2.4,0.56
RP23-346I1.4,-2.9,0.554
Mlst8,6,0.458
Ppp1r35,1,0.527
Dgka,-1.4,0.554
Smg1,-1.7,0.535
Ifi44,7.3,0.406
RP24-331B5.1,5.7,0.459
Rpa2,1.8,0.572
Pcsk7,-1.2,0.531
Tfrc,4,0.531
Idnk,0.99,0.514
Fancb,-4.5,0.497
Nkapl,-3.6,0.558
Was,-1.4,0.554
Mettl7a1,-1.2,0.56
Ist1,-0.66,0.458
Pias3,-1.6,0.563
Wdr4,-1.7,0.567
Ttc28,-1.5,0.554
Nrxn1,-6.3,0.439
Zfp518b,6,0.424
Neurl4,-3.4,0.554
Upp2,2.9,0.572
Acd,0.91,0.514
Atp9a,-5.4,0.472
Ptpn22,-4.4,0.531
Cryl1,0.64,0.461
Alg6,2.6,0.57
Neu1,0.82,0.482
Akt2,-1.8,0.577
Gatb,1.4,0.554
Pex12,1.7,0.572
Afp,4.3,0.543
Cep41,3.8,0.558
Braf,-1.8,0.576
Polr3h,-1.5,0.559
Ly6k,6.4,0.484
Tmem178,6.8,0.397
Arpc1a,1.1,0.497
Tmem107,4.9,0.509
Wrb,1.1,0.533
Lypd6,6.6,0.459
Lancl2,7.5,0.414
Tsc22d4,-0.48,0.425
RP23-407I6.6,5.6,0.482
Tdrd3,-2,0.582
Ccdc6,-2.3,0.576
WI1-2736D10.2,4.1,0.539
RP23-345F4.2,-4,0.504
Cd180,0.97,0.489
RP24-276C17.2,4.2,0.523
Tmem37,0.59,0.425
Ift57,3.3,0.551
Spry1,-1.3,0.484
Wdr3,1.4,0.567
Lysmd2,-5.2,0.458
RP24-221D13.1,1.5,0.582
Dkk2,7,0.397
Hacd1,3.7,0.533
Ly6g6d,-3.4,0.544
Naa20,0.74,0.479
Ppp1r26,7.3,0.424
Mepce,-1.6,0.575
Ust,4.8,0.518
Aimp1,1,0.533
Alg10b,-5.3,0.5
Abcd1,-0.97,0.508
Ddx60,3.2,0.56
Rps6ka3,-2.3,0.582
RP23-350F7.3,-3.3,0.557
Zfp12,-1.5,0.576
Ccp110,6,0.482
Tnfsf8,4.9,0.535
Ccng2,-0.63,0.427
Zscan12,4.9,0.503
Hipk3,-1.7,0.579
Urb2,-5.6,0.496
Haus4,2.8,0.581
Cnn2,-1.4,0.554
Mtcp1,-3.9,0.554
Jade3,-4.4,0.516
Lrp10,-0.74,0.459
Lbhd1,-6.4,0.47
Stn1,2.9,0.574
Chd6,-1.1,0.514
S100a10,-1.5,0.559
Zfp951,-2.2,0.586
Utrn,2.1,0.586
Polk,-2,0.586
Wdr60,1.5,0.576
Ostc,0.72,0.453
Smarcc1,-1.2,0.554
mt-Co1,0.79,0.444
Zfp286,3.5,0.537
RP23-370J16.1,5,0.498
Ube3a,-0.79,0.477
AC130474.1,-1,0.514
Zmym2,-1,0.546
Ift22,1.8,0.586
Rcan3,-1.7,0.584
Myo18b,-2.5,0.576
Psph,1.4,0.563
Abhd1,-1.6,0.583
Ehmt2,-2,0.587
Cfap43,-3.2,0.575
Hpse,7.2,0.461
Slc7a1,3.8,0.554
Stx3,5.7,0.49
RP23-392I2.3,-3.4,0.552
Mafg,-0.81,0.475
Btbd7,-1.2,0.531
Txndc17,0.73,0.471
Slc25a14,5.6,0.511
Tspan4,0.6,0.426
Dph2,1.5,0.575
Frs3,-3.3,0.554
Smarcd2,-0.84,0.5
Arid5a,-0.94,0.509
Sash1,4.9,0.518
Junb,-0.7,0.372
Cacfd1,3.8,0.554
Rufy3,-1.4,0.576
Ano6,-1.2,0.535
Rragd,7,0.432
Zfp251,-4.6,0.54
Lyrm7,3.3,0.57
Ifitm10,-1.1,0.537
RP23-42N14.3,-2,0.586
Bola3,1.2,0.554
AC116511.5,3.4,0.554
Cep250,1.6,0.586
Sat2,3.8,0.557
Ttc25,-2.6,0.594
Brpf3,-5.7,0.483
Rpl31,0.71,0.492
RP23-47P18.9,1.4,0.575
Commd4,0.58,0.46
Nudt7,1.1,0.554
Zfp422,-1,0.496
Dgke,6.6,0.473
Sass6,-2.1,0.596
RP24-359O2.8,6,0.484
Ntm,-4.4,0.552
Cc2d2a,4,0.554
Tpra1,0.84,0.504
Trim25,3.7,0.569
Pgm3,-1.1,0.55
Rsrp1,-0.47,0.393
Slc2a3,5.7,0.5
Usp38,-1.6,0.586
Hace1,-2.1,0.599
Vwa8,4.6,0.539
Ifi204,1.6,0.586
Slc19a1,1.4,0.554
Tceal8,1.1,0.524
Gadl1,-4.1,0.56
Gtpbp4,0.86,0.512
Pgap3,5.3,0.496
Mcph1,2,0.6
Nub1,0.84,0.514
Zfp704,3.6,0.579
Cep76,-4.2,0.535
Satb1,-3.6,0.557
P4hb,0.46,0.417
Ccr2,-3.6,0.595
Paxip1,-1.7,0.595
Pycrl,1.2,0.544
Smim1,1.3,0.563
Dcaf5,-1.6,0.591
Psme4,-1.6,0.586
Vars2,3.8,0.554
Pitpnc1,1.7,0.597
Cd300lf,5.4,0.489
Pskh1,1.5,0.586
Map10,2.4,0.604
Ccdc50,-0.75,0.484
Commd10,0.74,0.483
Zfp110,1.1,0.539
Ube2v2,2.2,0.601
Rtp4,1.2,0.536
Hddc3,3.5,0.586
Farp2,-4.3,0.541
Napb,4.6,0.532
RP23-465M17.2,5,0.53
Stk25,-0.73,0.496
Casz1,-5,0.52
Ttyh1,5.9,0.523
Icam1,-0.54,0.417
RP24-87A4.1,-1.4,0.582
Taf4b,-4.8,0.514
Gmfb,0.73,0.496
RP23-419G21.6,-3,0.582
RP23-212I23.1,6,0.481
Mxra7,4,0.563
Nedd1,2.8,0.604
Ctdspl2,-1.1,0.533
Exoc7,0.96,0.516
Atg16l2,1.8,0.605
Cd69,6.3,0.531
Kdm5a,-0.82,0.511
Eftud2,1.1,0.531
Irgq,3.7,0.562
Gins3,-3.4,0.586
Washc3,0.87,0.505
Ehd1,3.9,0.576
Ewsr1,-0.54,0.461
Trpt1,4.2,0.551
Scyl2,-2,0.605
Cxcr3,4,0.562
Uhmk1,-1.4,0.586
Paip2b,-3,0.586
Aspscr1,2.8,0.586
Dazap1,-1.1,0.575
Myl2,-1.2,0.557
Agpat4,3.6,0.584
Galnt9,6.8,0.477
Pias4,-1.1,0.576
Map3k9,-3.4,0.585
Khdrbs3,-1.9,0.557
Ireb2,-1.6,0.596
Usp25,-0.9,0.514
Msr1,2.8,0.605
Gabarap,0.54,0.444
Slc15a2,4.5,0.533
Polr3a,2.9,0.594
Hmgcr,2,0.606
Arhgap5,-0.56,0.428
Dennd6b,-4.4,0.548
Tnfrsf1b,-0.71,0.472
RP23-297K24.1,2.6,0.605
Ier5l,4.8,0.531
Prickle1,5.4,0.514
Fryl,-1.7,0.605
Fdft1,2.8,0.601
RP24-460O22.2,5.1,0.535
Gdpd1,2,0.607
RP24-381E21.2,-3.1,0.599
Ndufb8,0.58,0.461
Ankrd26,1.3,0.586
Ahnak2,7.1,0.477
Per3,-2,0.608
Folr2,6.4,0.554
Rp2,-0.8,0.476
Ptges2,-0.92,0.553
Rasl11a,6.9,0.484
Cers4,-3,0.605
Arhgef12,1.7,0.6
Ppp1cb,-0.98,0.504
Glb1l,3,0.6
Thbs1,3.6,0.586
AC127339.2,1.1,0.554
Iws1,2.4,0.612
Psmd6,0.61,0.476
Rbm5,-0.56,0.447
Fut4,3.6,0.58
Ifngr2,0.56,0.442
Plekhb1,6.1,0.531
Mier1,-0.86,0.514
Lclat1,3.2,0.599
Abce1,0.98,0.531
Gca,4,0.599
Fat3,-3.6,0.586
Atf2,-0.89,0.554
Mier2,-0.97,0.538
Tmem238,5.4,0.533
Oxld1,2.6,0.609
Inafm2,-2.2,0.614
Shq1,-2.1,0.614
Dhx32,0.85,0.52
Rec114,7.1,0.514
Spg11,-2.7,0.605
Wdr34,3,0.603
Klhl13,5.5,0.546
Psmd7,0.65,0.477
Btbd8,3.3,0.599
Zfp930,2.4,0.614
RP24-140D11.6,-4.4,0.562
Iqch,5.5,0.531
Emp2,6.1,0.543
Taco1,3.6,0.586
RP23-284F8.1,3,0.605
Slc30a1,-1.3,0.593
Zdhhc21,-2.2,0.614
Tbl1xr1,-1.1,0.563
Tyw3,1.9,0.612
Mknk2,-1.2,0.554
Scrib,-2.5,0.608
RP23-389N20.2,5.6,0.539
Etl4,6,0.484
Tmem259,-1.5,0.605
RP23-370G17.3,-5,0.525
Plekhh2,2.6,0.614
RP23-32L15.2,2.2,0.614
Isg15,3.9,0.554
Rnf121,-1.3,0.579
Plpp7,-1.4,0.592
Reps1,-0.92,0.554
Cnot7,1.3,0.552
RP24-346B15.3,4.6,0.56
Pik3r1,-0.74,0.482
Tbc1d32,3.5,0.599
Anp32a,1,0.563
Ece1,3.2,0.61
Mir22hg,-2.1,0.615
Mamdc2,7.8,0.496
Gde1,0.73,0.482
P3h3,-2.5,0.615
Large,-1.9,0.608
RP23-456M3.4,-2.3,0.615
Cox5b,0.68,0.477
Flt1,6.9,0.531
Gtf2h3,4.5,0.605
Rbak,-1.6,0.614
Mob3c,-0.77,0.496
E2f1,5,0.546
Nol4l,-2.1,0.615
Acvr2b,-1.2,0.591
Sirt4,3.5,0.601
Epg5,-3.7,0.599
Trappc6a,1.1,0.585
Got1,0.8,0.533
RP23-373B5.4,-2.4,0.616
Fam206a,-1.8,0.614
Gng2,-0.77,0.482
Lmnb2,5.3,0.554
Neo1,-4.2,0.579
Tbc1d2b,-1.5,0.605
Pdzk1ip1,5.7,0.533
Wdr45b,0.55,0.476
Tnfaip3,-0.68,0.442
Smek1,-0.93,0.531
RP23-109C16.3,3.9,0.557
Zxdb,-2.8,0.616
Tnrc18,-1.9,0.617
Sspn,4.2,0.57
Asrgl1,2.8,0.614
Akr1c13,-5.3,0.558
Tmx4,-0.78,0.476
Pnpla6,-2.6,0.616
Zfp61,3.1,0.608
Ahcyl2,-1.3,0.586
Galc,1.3,0.586
Tfeb,1.5,0.614
Myo9a,2.4,0.617
Itgae,-4.4,0.586
RP23-132L14.7,5.9,0.547
Atp6v0d2,7.9,0.516
Ubl5,0.73,0.503
Cog4,0.98,0.555
Ttc30b,4.3,0.604
Lrrc61,2,0.618
Txn1,0.81,0.484
Ptpn23,-2.1,0.619
Zfyve16,1,0.554
RP23-201L15.5,-5.5,0.551
Tmem251,-0.94,0.502
Ccr5,-0.5,0.432
Rprd1b,-1,0.554
Tbc1d23,-0.76,0.516
Lins1,3,0.614
RP23-403O11.9,1.6,0.594
Sbf2,-0.83,0.508
Hes6,-0.85,0.532
Smdt1,0.64,0.477
Foxo3,-2.1,0.618
Fam219a,4,0.593
Tmem39a,0.99,0.579
Zfp444,-1,0.575
Fkbp11,5.1,0.562
Zfp266,-1.2,0.572
Trim44,-1.1,0.558
RP23-285C18.7,-3,0.617
Dhfr,4,0.604
Trap1,0.98,0.567
Thap2,-3,0.616
Chst12,0.84,0.547
Bicral,-1.3,0.605
Hmgb1-ps5,-2,0.619
Lilrb4a,5.3,0.539
RP23-453B15.7,3.7,0.614
Nr1h3,5.4,0.533
RP23-366E1.3,-4,0.605
Tab1,2.6,0.619
Imp4,0.79,0.484
Coasy,-1,0.554
Prr5l,3.9,0.61
Fbrs,-2,0.619
Hist1h1d,2.3,0.619
Tcf19,6.1,0.533
RP23-313J14.6,2.6,0.62
Adamts1,1.5,0.519
Inca1,4.9,0.575
Tspan5,3.6,0.608
Traf3ip1,-3.9,0.605
Rpl38,0.83,0.516
Antxr2,5.1,0.538
Adtrp,-2.1,0.62
00R_AC107638.2,-4.5,0.572
Umps,0.85,0.52
RP23-121I20.2,6.4,0.531
Gm17586,4.9,0.575
Rab3ip,0.91,0.537
Cenpa,7.5,0.597
Atg101,-0.68,0.5
RP23-355K21.3,-4.5,0.565
Cd33,-0.5,0.432
Ankrd52,4.6,0.583
Bin3,-1.1,0.531
Cops6,0.61,0.476
Ino80,-3.3,0.614
Prdm4,2.7,0.618
Arhgap26,5.9,0.533
RP23-51J23.4,5.4,0.535
Acsf3,-4.8,0.56
Eif2b5,-0.97,0.564
RP23-388P2.5,1.8,0.62
Syne1,-5.5,0.562
Fancm,-4.9,0.569
Prkab1,-0.56,0.463
Celf1,-0.82,0.497
Brat1,-1.1,0.563
Rpl6,0.55,0.496
Tpm2,4.7,0.599
