gene_name,logFC,adj.P.Val
Psen2,1.6,0.155
Dok1,-1,0.153
Timm29,-1,0.141
Dctpp1,0.82,0.137
Stk35,-5.1,0.0432
RP23-154O12.1,-0.72,0.119
Rps25,0.6,0.111
Bri3bp,1.6,0.153
Atg14,-0.9,0.141
Timm17b,0.78,0.137
RP23-355K21.3,-5.9,0.0357
Eif4a2,-0.76,0.137
Tmem119,-0.55,0.0791
Abcd1,-0.91,0.14
Cox7a2l,0.68,0.136
Syt11,2,0.155
Prdm2,-2.2,0.154
Lpin2,-0.89,0.134
Hmgxb3,-1.9,0.155
Pno1,1.1,0.15
Ptger3,-3.4,0.131
Tmem234,0.47,0.111
Dffb,-2.9,0.146
Tfe3,-0.76,0.126
Zbtb8a,-3.2,0.125
Cttnbp2nl,-0.52,0.103
Tmed10,0.47,0.111
Eef1d,0.79,0.133
Ubtd1,-1.2,0.158
Trap1,1,0.156
Ifi204,1.7,0.162
Rapgef5,-0.72,0.129
Slc39a14,-2.2,0.151
Snrpe,0.85,0.137
Fabp5,8.4,0.0515
Fam45a,-0.63,0.124
Scarb1,1.3,0.162
Chsy1,-1.2,0.156
Itga9,-1.3,0.158
Bcl2a1d,1.4,0.163
RP23-161B9.10,5,0.0663
Nfil3,2.5,0.155
Slc8a1,-3.3,0.133
RP23-366K1.2,-1.4,0.166
Mfsd3,1.7,0.166
RP24-163M14.3,-2.4,0.153
Pkn2,-0.7,0.137
Arap3,-1.1,0.157
Zfp128,-2.7,0.145
Rdh12,-3.8,0.105
Rap2b,5.5,0.0643
Lysmd4,-3.4,0.126
Wdr33,-0.89,0.15
Sufu,-1.9,0.164
RP23-336M16.3,-2.8,0.143
Dennd1a,-2.4,0.153
C1qb,0.61,0.0752
Mat2a,-0.51,0.115
Rn7sk,-1.1,0.166
Coq7,1.6,0.168
Foxj2,-1.3,0.167
Kctd12,-1,0.111
Smarcad1,-0.89,0.151
Dgkz,0.93,0.152
Nip7,1.1,0.155
Gem,-0.96,0.121
Fut8,1.9,0.166
RP23-255N20.2,-4.6,0.0797
Gm20939,-4.2,0.0788
Mul1,-1.1,0.158
Fam35a,-1.6,0.169
Phactr4,-2.2,0.153
Ddx41,1.1,0.161
Xaf1,0.98,0.156
Aagab,-0.64,0.128
N6amt1,2.7,0.148
RP23-322E23.1,-1.6,0.169
Prnp,3,0.163
RP23-25E6.2,-2.7,0.143
Comtd1,0.81,0.143
Wsb2,0.96,0.154
Smek1,-0.92,0.15
Fam49b,-0.39,0.105
Rps27,0.68,0.117
Zfp629,-3,0.133
Cd151,1.6,0.172
D030056L22Rik,-1.2,0.169
Vaultrc5,-1.6,0.166
Ftx,-2.5,0.148
Mr1,3,0.134
Trp53cor1,-2,0.16
Snrpa1,0.77,0.143
Arhgef10l,-2.2,0.162
Litaf,0.41,0.114
Idnk,0.97,0.161
Med24,-1.9,0.168
Slc35e1,-1.2,0.168
Rlf,-1,0.163
Pms1,-2.3,0.153
Iws1,3.4,0.124
Crip1,2.8,0.176
Cops6,0.57,0.123
Pfkl,1,0.169
Rab43,-2.2,0.169
Dmxl2,-3.7,0.121
Mia3,0.79,0.145
Map1s,-0.87,0.144
RP23-147K15.4,-1.3,0.176
Trf,0.52,0.11
Hrh2,-1.4,0.176
Rps6,0.62,0.137
St14,1.3,0.176
Tmem177,2.7,0.142
Asxl2,-1.1,0.158
Fam73b,-2.7,0.145
RP24-297N9.8,1.1,0.173
Agpat2,0.81,0.158
Chchd5,1.6,0.177
Kctd2,2.4,0.147
Gsap,0.84,0.15
Fgf13,1.7,0.176
Mfhas1,-1.4,0.177
Map1lc3a,0.7,0.157
Smad3,-1.4,0.175
Speg,1.3,0.172
Clasrp,-1.2,0.177
Cacna1f,-4.4,0.0959
Actr3b,7.7,0.0245
Irf5,-0.41,0.107
Espl1,-1.3,0.178
Ddah2,-0.64,0.146
Ndufa4,0.51,0.118
Ctc1,-0.48,0.117
Csgalnact2,-1.2,0.176
Tmem50a,0.38,0.105
Ly6e,0.42,0.0927
Cd200r4,6.3,0.0695
Mettl22,3.8,0.0883
Tns3,1.7,0.181
Ciao1,1,0.173
Arhgap39,-0.94,0.166
Nup107,-1.2,0.176
Slc16a6,-0.52,0.124
Zfp740,-1,0.168
RP23-26C21.3,-3.5,0.12
Ice1,-1.1,0.169
Inpp5f,-1.2,0.184
Pard3b,-1.3,0.18
Akap8,-0.74,0.145
Endog,2.3,0.169
Nucb1,0.57,0.12
Bcl2a1a,0.82,0.15
Mipep,3.4,0.133
Snx18,-0.82,0.134
Cycs,0.78,0.166
Ubap1,-0.77,0.147
Amfr,-0.67,0.131
Naa20,0.66,0.143
Tsc22d4,-0.42,0.121
Prune,-2.7,0.143
Tppp,-1.3,0.179
Fabp3,7.5,0.0271
Tob2,-0.68,0.14
Trappc6a,1.2,0.186
Atp5b,0.41,0.115
Mpc2,0.68,0.143
Ddx3x,-0.74,0.134
Fam91a1,-0.66,0.14
Chst8,-1.6,0.19
Postn,5.6,0.107
St3gal6,-0.44,0.113
Hmbox1,-1.7,0.189
Mbd2,1.1,0.182
RP23-127O4.4,-6.4,0.0587
Baiap2l2,8.4,0.0194
Ddx39,0.86,0.159
Kat5,1.2,0.185
Spata2,-3,0.134
Atp5f1,0.58,0.123
Ubr3,-1.2,0.189
Nedd8,0.48,0.126
Fosb,-1.2,0.162
Oas1a,2.3,0.169
Arap2,1.8,0.188
Ly86,0.52,0.0992
Junb,-0.59,0.0928
Pik3cd,-0.84,0.157
Hnrnph2,-0.8,0.173
Ppip5k2,-1.1,0.184
Tasp1,6.2,0.0379
Mrm3,3.1,0.141
Zbtb1,-0.74,0.171
Ammecr1,-3.3,0.137
Lyzl4,2.5,0.163
Actr6,1.5,0.195
Cir1,-1.3,0.195
Zfp623,-1.1,0.191
Thbs1,-4.1,0.12
RP23-394G23.2,-1.9,0.192
Dhx33,-2,0.194
Smarcal1,-1.2,0.193
Fundc2,3.9,0.12
Actr8,0.92,0.169
Pex7,0.88,0.169
Slc25a37,-1.2,0.198
Arf4,-0.42,0.12
Tmem230,0.67,0.161
Clns1a,0.62,0.154
Inip,-0.77,0.165
Vps13d,-2.2,0.191
Mtf1,-1.3,0.197
Atf4,-0.57,0.142
Eogt,-1.8,0.193
Myo5a,5.2,0.105
Dpm2,0.78,0.163
Extl3,-1.1,0.197
Plgrkt,0.57,0.143
Trpm4,-0.98,0.192
RP24-531B21.2,-2.5,0.181
Zfp81,-1.5,0.203
RP23-402K24.2,-0.85,0.179
Proser1,-1.5,0.203
Trim11,-0.98,0.171
Ppm1l,-1.5,0.198
Zfp644,-0.78,0.169
Atg2b,-3.3,0.142
Ccdc122,1.9,0.204
Stau1,-0.6,0.155
Stx4a,-0.8,0.164
Atp6v1g1,0.45,0.128
Dusp8,-2.1,0.197
RP24-70M22.1,3.6,0.12
Fam134a,0.9,0.177
Ppm1k,-2.2,0.196
Rpl18,0.45,0.14
Cav2,-1.6,0.203
mt-Nd1,0.49,0.109
Ewsr1,-0.47,0.143
Ube3b,-1.9,0.206
Clta,0.4,0.122
Trp53i11,-2.3,0.18
Skp1a,0.66,0.143
Sppl2b,-2.2,0.207
Mettl7a1,-1.1,0.208
Adap2os,-1.4,0.208
Snapc2,-1.2,0.208
Marcks,-0.59,0.115
Ufl1,-0.72,0.168
Fam111a,0.75,0.176
Pnkp,1,0.192
Chchd1,0.76,0.168
Lamp2,0.41,0.115
Mthfd1l,-2.5,0.194
Mllt6,-2.6,0.196
Xpnpep3,-2.2,0.192
Zfp316,-3.6,0.138
Vps39,-0.86,0.184
Emc2,0.72,0.172
Ppia,0.65,0.124
Tmem69,-1.6,0.213
Adipor1,0.45,0.134
Atp1a3,3.5,0.123
Synj1,-0.94,0.191
RP23-32L15.2,2.6,0.172
Rbm47,-1.1,0.208
Armc6,-1.8,0.205
Taf1a,-1.2,0.212
Mrps18c,0.84,0.173
Ube2e3,-0.54,0.143
Kif5a,-3,0.176
Myh9,-1.1,0.196
Vps33a,-0.91,0.195
Zxdb,-3,0.185
Atg2a,-2.3,0.202
Il1rl1,-4,0.132
Phka1,-2.3,0.206
Acot13,0.69,0.158
Epn2,-2,0.213
Copz1,0.52,0.158
Neo1,-4.5,0.117
Vipr1,-4.6,0.117
Ogt,-0.83,0.184
Polr3f,-1.3,0.212
Rpn2,0.43,0.133
Cyp51,1.6,0.217
Lsm4,0.65,0.166
Chst12,0.81,0.194
Ccdc66,4,0.133
Fam110a,-0.63,0.168
Apobr,-1.7,0.215
Rasa2,-0.9,0.202
Arhgap22,-0.71,0.169
Cwf19l1,-1.6,0.215
Gpi1,0.73,0.191
Gucd1,-1.1,0.205
Helq,-3.5,0.164
Fam20c,9.3,0.0498
Zfp37,4.1,0.117
Rnf20,1.5,0.219
Trappc2l,0.7,0.161
Eif5b,0.53,0.158
Dhx58,3.8,0.14
Ccdc112,-2.4,0.202
Rnaset2a,0.67,0.145
Isyna1,0.7,0.168
Pabpn1,-2.3,0.184
Cpped1,2,0.213
Pop1,-3.7,0.15
Mkl1,-2.2,0.187
Acot7,4.5,0.123
Nxt1,1.2,0.214
Eif4ebp2,-1,0.212
Cd300lf,6.4,0.0567
Grhpr,1.6,0.221
Abracl,0.74,0.169
Rhob,-0.73,0.161
Hpse,8.2,0.0534
Pomt2,4.6,0.0898
Farsa,-0.77,0.194
Bcl2,4.1,0.145
Pqlc1,4.4,0.138
Sumf1,-0.7,0.172
Nr2c2,-1.4,0.223
Arf5,0.63,0.182
Kcnj12,-2.3,0.216
Egln3,6.7,0.0624
Ctsh,0.36,0.118
Mif4gd,0.84,0.195
Col27a1,-1.1,0.203
Ppp2r5a,-0.76,0.197
Recql,-1,0.213
Ap5m1,1.8,0.225
Rpp25l,1.4,0.222
Saal1,-1.3,0.215
mt-Co1,0.64,0.143
Cerk,-0.73,0.172
Ndufaf1,1.4,0.224
Eno1b,1.2,0.225
Acot9,0.89,0.208
Tef,-1,0.206
Ccdc28a,1.8,0.223
Usb1,2.3,0.195
E2f5,-1,0.212
Arfgef1,-1,0.216
Pebp1,1.2,0.223
Bckdk,0.7,0.176
Stn1,3.4,0.169
Lcmt1,4,0.168
Ptchd1,6.7,0.0683
Arel1,-1.7,0.227
Ssfa2,-1.1,0.213
Upk1b,-0.61,0.144
Siglecg,-2.7,0.217
Anxa4,0.92,0.203
RP24-127M20.2,-0.74,0.175
G3bp2,-0.62,0.153
Rxrg,5.1,0.127
Srrd,0.64,0.184
Crybg3,-2.3,0.213
Csnk1g3,-1.2,0.222
Gmppa,0.91,0.218
Ppp1r14b,0.7,0.184
Srp19,0.6,0.167
Abcc3,-0.9,0.176
Rab34,1.1,0.222
AC120859.3,-3.2,0.191
RP23-156P22.5,-3.5,0.172
Sbf2,-0.75,0.184
Cfap20,-0.83,0.2
RP23-230O9.15,-3.1,0.188
Gca,5.1,0.138
Rnf5,0.58,0.168
Chmp6,0.7,0.184
RP23-232M10.1,-2.9,0.196
Rnf169,-1.2,0.227
Nufip2,-0.69,0.184
Tspan13,-0.42,0.14
Ankrd50,-2.3,0.222
Esrra,-2.1,0.226
Rpl22,0.7,0.198
Wwp2,0.92,0.208
AC163329.3,7.3,0.0906
Anxa2,6,0.102
Hnrnpr,0.84,0.208
Zfp719,-1.1,0.221
Kif16b,-1.7,0.232
RP23-144N15.11,-2.7,0.216
Abcf1,-0.73,0.177
Tlk1,1.4,0.237
Mef2a,-0.6,0.141
Alg3,0.84,0.211
Nploc4,-0.86,0.214
Apobec1,0.65,0.18
Tmem86b,-3.1,0.163
Selm,3.9,0.126
Soga1,-1.3,0.222
Yif1a,0.63,0.169
Bcar3,6.6,0.0761
Eef2kmt,0.98,0.219
Scand1,0.74,0.195
Cyb5r3,0.71,0.173
Tnip1,-0.97,0.23
Azi2,-0.71,0.2
Tdp1,-0.93,0.221
Supt16,0.84,0.211
Cenpc1,3.1,0.177
Tnks,-1.3,0.236
Cd180,0.83,0.191
Taldo1,0.46,0.148
Slfn5,6.7,0.0798
Agpat3,0.73,0.196
Ube2v2,2.3,0.215
Baiap2,5.9,0.0695
Capns2,-3.9,0.161
Dusp27,-1.8,0.243
Mllt10,-1.2,0.233
Ddx55,-1.2,0.231
Rora,4.4,0.144
Ncstn,0.64,0.163
Ccdc88b,-1,0.213
Mfsd11,0.66,0.184
Cdc42ep3,1.5,0.233
Tlr3,0.81,0.22
Mon1b,-1.8,0.232
Lrp10,-0.63,0.168
H6pd,-1.5,0.243
RP23-423E20.7,-0.78,0.181
RP23-296J10.4,-3.1,0.211
Gp9,-0.79,0.211
RP24-91G8.1,1.4,0.244
RP24-88B13.3,-1.6,0.245
Ube2b,-0.49,0.158
Galns,1.3,0.243
Rps6ka5,-2,0.243
AC131791.1,7.2,0.0697
RP23-312B17.3,-4.8,0.109
Tmem221,2.1,0.232
Hdac4,-2,0.236
AC123686.4,-1.4,0.246
Wipf1,-0.86,0.218
Wdr34,3.4,0.176
Kpna1,-0.63,0.194
Ptdss1,0.83,0.215
Fam63b,-0.66,0.171
Kdm6a,-1.3,0.246
Uqcc3,0.78,0.199
Ngfrap1,1.4,0.239
Tspan17,6,0.0837
Plbd2,0.87,0.199
Nr3c1,-0.5,0.163
Qsox2,-2.1,0.243
Fam84b,-2.8,0.215
Cpd,4.6,0.158
Acat2,1.7,0.249
Zfp472,2,0.246
Pyurf,4,0.143
Oxld1,3.3,0.184
Agpat4,4.3,0.163
Ccs,0.85,0.211
Glrp1,3,0.197
Slc39a10,-0.93,0.222
Snx19,1.3,0.247
Tmem242,3,0.192
Nbeal2,-2.5,0.222
Rsbn1l,1,0.236
Tars2,1.2,0.239
Pttg1,1.1,0.203
Hivep1,-2.6,0.222
Nrf1,-0.93,0.223
Rbm7,-0.5,0.169
Tcf7l2,-1.2,0.247
Cysltr1,-0.48,0.17
Traf2,-0.78,0.215
Tspan31,0.42,0.149
Pold3,1,0.232
Atxn3,1.5,0.252
Kmt2c,-0.94,0.223
Gga2,1.4,0.248
Yeats4,1.2,0.242
Rai1,-2.3,0.251
Gcc1,5.2,0.0933
Arid3a,-2.6,0.236
Rmnd5b,-0.74,0.215
Gpr180,0.87,0.222
3110082I17Rik,1.3,0.252
Tmem9,0.96,0.223
RP23-83G6.1,-3.1,0.213
Msra,0.97,0.236
Zc3h14,0.73,0.204
Plxnb3,-3.1,0.222
Idh2,-0.54,0.163
Ppard,-2.7,0.215
Ypel2,-1.7,0.254
Wdr24,1.9,0.251
RP23-4P23.3,1.5,0.25
RP23-284J4.2,1.6,0.254
Cdk12,-1.1,0.246
Hexdc,5.8,0.0925
Emc7,0.53,0.18
Eprs,0.62,0.184
Pik3cg,-0.69,0.191
Rbm3,-0.93,0.247
Nsdhl,1.3,0.252
Mphosph9,-2.3,0.247
Cask,-0.75,0.203
Upf3b,1,0.232
Ano10,1.1,0.249
Taf2,-1.3,0.254
Carkd,0.68,0.193
D2Wsu81e,1.1,0.247
Hsp90b1,0.33,0.135
Pinx1,1.7,0.253
Pogz,-1.4,0.254
Ttbk2,-3.7,0.196
Sars,0.7,0.195
Bbs4,3.4,0.193
Mydgf,0.54,0.176
Ccz1,-0.65,0.191
AC124713.2,1.1,0.25
Spcs2,0.34,0.14
00R_AC107638.2,-5,0.124
Dph3,0.97,0.232
Dkk2,6.6,0.0693
Ttc25,-2,0.258
Atl1,3.5,0.181
Sec24a,-1.7,0.259
Fnbp4,-0.88,0.221
Pole3,1.2,0.257
Fancg,3.4,0.176
Tmem57,-1,0.245
Tspan5,4.2,0.173
Trappc11,-0.88,0.236
Mon2,-1.4,0.247
Unc45a,-2.4,0.254
Mtcp1,-3.2,0.223
RP23-109C16.3,4.7,0.111
Gpbp1l1,-1.2,0.259
R3hcc1,4.6,0.15
Mob2,-0.67,0.204
Ifitm3,2.2,0.228
P2ry12,-0.6,0.112
Kbtbd7,-1.3,0.259
Rtca,-0.99,0.224
Stx16,2.1,0.251
Zfp354b,-2.3,0.251
Bcl10,-0.58,0.172
Plcb3,-0.93,0.24
Rabgap1,-0.65,0.213
Pfkfb2,-4.1,0.191
RP23-3M10.10,1.4,0.264
Pde8b,1,0.24
RP23-303C8.6,-1.2,0.264
Ap1m1,0.69,0.214
Fars2,2.6,0.232
Hscb,1.1,0.251
Kdm6b,-2,0.26
Rmnd1,1,0.257
Nhlrc3,-0.71,0.221
Hmgxb4,-1.2,0.261
Rspry1,0.94,0.25
Sun2,-1.1,0.252
Zfp516,-2.1,0.257
Mier1,-0.72,0.215
Znhit1,1.3,0.267
Sucla2,0.68,0.208
Inpp5d,-0.47,0.16
Ddx5,-0.4,0.143
Lyrm1,3.5,0.218
Bhlhe40,7.4,0.115
Rangap1,1.9,0.265
Zmat1,3.2,0.222
Atp13a2,-0.99,0.236
Ifi207,4.7,0.203
Mical1,1.9,0.268
Tmem205,4.6,0.222
Zfp759,-3.5,0.219
AC122037.2,-3.6,0.199
Ddx60,3.7,0.201
RP23-357J7.6,1.1,0.261
Rpl17,0.62,0.214
Add3,-0.79,0.222
Ndrg2,3,0.253
Itgav,-0.94,0.219
Fgr,3.5,0.21
Snrpf,0.66,0.217
Chml,-2.5,0.248
Poli,4.7,0.142
Tmem163,7.4,0.0858
Cbl,-0.94,0.226
Spsb3,1.2,0.269
Rell1,4.5,0.169
Purb,-0.98,0.236
Tmub2,0.87,0.228
Tab2,-1.3,0.246
Ncs1,-3,0.21
Cabin1,-0.57,0.203
Serpinb6a,2.9,0.248
Btaf1,-1,0.247
Fam114a1,3.9,0.202
Slc15a2,5.5,0.117
Pfdn4,-0.84,0.231
Lcorl,-0.82,0.241
Dennd4b,-1.5,0.272
Gstm1,1.8,0.268
Dph5,0.92,0.237
Wdr4,-1.2,0.261
Pqbp1,-0.51,0.193
Itgax,7.4,0.163
Hspbap1,-1.4,0.269
Cers2,0.51,0.176
Olfr110,3.1,0.239
Erap1,1,0.249
Bambi,4.3,0.237
Rras2,-1.2,0.264
RP23-142A14.6,6,0.122
Zbtb33,-2.2,0.267
Aimp2,1.2,0.272
Plekhh2,2.6,0.251
Prrg2,2.2,0.254
Dhcr7,1.3,0.278
Slc2a6,7,0.122
Mt2,2.4,0.276
Ifi209,4.1,0.191
Sqle,5.1,0.177
Zbtb2,-0.89,0.251
Vps13c,1.8,0.279
AC123684.1,-0.68,0.222
Ssb,-0.48,0.179
Rapgef4,-4.4,0.182
Trim37,2.7,0.246
Itga6,-0.57,0.192
Ctbp1,-0.52,0.199
Arl3,1.1,0.27
RP23-116P18.2,-4.2,0.191
RP24-570M12.3,-3.4,0.236
Thnsl1,3.4,0.218
9930111J21Rik2,1.7,0.281
Rps21,0.57,0.204
Irs2,-1,0.268
Tmem202,3.8,0.211
Tab1,3,0.251
Bcl9,-1.3,0.278
Slmap,-0.68,0.202
Pradc1,3.4,0.212
Aaas,3.7,0.228
Gatad1,-1.3,0.281
Lox,5.9,0.0972
Gbas,1.1,0.267
Arl8b,0.46,0.189
Nelfe,1,0.261
Nup88,-0.59,0.205
Synrg,-0.88,0.25
Lrp6,3.3,0.24
RP24-321N12.1,-3.1,0.222
Tnfrsf22,-2.6,0.264
H2-Oa,0.76,0.217
Mbd3,0.62,0.204
Trim30c,5.1,0.127
Aldh16a1,-0.91,0.254
Mamdc2,7.9,0.101
Ssu72,0.62,0.191
Ctsc,0.47,0.143
RP23-293K21.1,-3.8,0.221
Slc25a35,3.2,0.198
Fryl,-1.8,0.284
Mpp1,0.91,0.261
Pptc7,-1.4,0.288
Tmem17,-1.9,0.284
Riox2,-0.96,0.257
Edrf1,3.4,0.227
Lgals1,2.5,0.293
Zfp142,-2.8,0.263
Dffa,-1.4,0.288
Btbd7,-0.97,0.251
Chst7,-0.86,0.23
Ywhag,-1.1,0.262
Zer1,-1.9,0.289
Eri2,3.4,0.224
Usp22,-0.72,0.218
Prag1,-0.89,0.253
Mapk9,0.85,0.255
Trappc9,1.2,0.273
Elac2,-1.2,0.28
RP24-142B15.5,6,0.141
Alg6,2.7,0.263
RP23-239I17.4,-3.7,0.293
Ube2e2,5.7,0.141
Zfp932,4.7,0.143
Rbsn,-1.3,0.279
Tbca,0.63,0.213
Smpd1,0.76,0.246
Dr1,1.1,0.289
Fxyd5,6.3,0.255
Aim2,1.6,0.294
Xylb,2.7,0.245
Dnase1l1,3.5,0.246
Lsp1,0.58,0.192
Prps1,1.5,0.282
Myo1f,0.46,0.191
Cxcl14,7.5,0.143
Rab7b,9,0.146
RP24-241J19.1,2.7,0.263
Zfp606,-1.3,0.284
Atp1a1,1.1,0.277
Casp7,3.4,0.231
Calm1,0.37,0.146
Atp6v0b,0.4,0.159
Zfp414,1.6,0.292
RP23-226H21.3,-4.4,0.182
Irak3,5.2,0.143
Lsg1,1.2,0.277
Ercc1,0.94,0.269
B4galt6,-1.5,0.288
Actb,-0.35,0.121
Jkamp,0.56,0.208
Zfp773,-2.1,0.281
RP23-258M15.1,-3.4,0.219
RP24-291E8.2,1.6,0.292
RP23-20K24.5,-0.8,0.25
Aff4,-0.92,0.244
Coa4,1.3,0.286
Tmem14a,-3.2,0.247
G6pc3,0.75,0.249
Ept1,4.5,0.177
Cpt2,1.7,0.3
Rfx5,-1.6,0.296
Gins4,0.94,0.256
Pigb,3.4,0.236
Fgf1,5.8,0.123
Elf4,-1.4,0.299
Tmx2,0.58,0.218
Rasgrp4,-2.9,0.233
Leng9,4,0.204
Bcorl1,-3.3,0.242
AC092404.2,6.1,0.143
Ndufb4,1.3,0.3
Zfp286,3.3,0.222
Dcstamp,7,0.12
Zfp746,-0.79,0.261
Dock1,-1.1,0.286
Gcat,5.1,0.134
Zfp335,-1.9,0.301
Cul4b,5.2,0.15
Pacsin1,3.8,0.2
Atmin,-0.72,0.253
Pold1,2.3,0.288
Lrrc28,3.1,0.252
Tmem258,0.49,0.192
Impa2,5.4,0.153
Zfp62,-0.73,0.229
Tle1,2.5,0.263
Tm9sf1,-2.6,0.283
Slc36a1,-1.4,0.299
Chchd2,0.51,0.183
Tnfrsf17,-0.89,0.245
Arntl,2.1,0.295
Sirt4,4.4,0.196
Cd74,2.9,0.267
Smdt1,0.52,0.202
RP24-273P12.4,-2.2,0.301
Pcnt,-1,0.281
Arhgap12,-0.65,0.216
Slc25a30,-2.2,0.299
RP23-375N21.2,1.3,0.247
Hjurp,-0.84,0.258
Supt3,1.1,0.298
Dnaja4,-1,0.282
Rpn1,0.47,0.19
Gm26711,-3.5,0.241
Vps13a,1.3,0.301
Scaf8,-1.2,0.294
Setdb2,-2.4,0.297
Gstm5,1.1,0.259
Aup1,0.51,0.199
Rangrf,4.8,0.165
RP23-478I18.1,-0.69,0.258
Nsun2,0.71,0.247
Nipsnap1,5.3,0.16
Tmem63a,-0.6,0.211
Atp13a3,-1,0.293
Aggf1,-0.76,0.247
Mfap1a,-0.81,0.264
RP23-56B11.6,-1.1,0.259
Rpl10a,0.75,0.264
Tmem178,5.4,0.14
AC102225.2,3.4,0.251
Irf2bp1,-1.1,0.3
Eef1akmt1,0.79,0.254
Tbc1d7,3.5,0.251
Rad52,2.9,0.257
Ogfod3,0.71,0.248
Akt2,-1.5,0.311
Gtf2e1,3.6,0.253
Swi5,0.75,0.265
Ppa1,3.1,0.263
Bst2,0.62,0.252
RP24-155C13.1,2.9,0.27
Tbce,-0.7,0.252
Ints4,-0.93,0.264
Nfam1,-0.52,0.195
Wdr13,-1.4,0.306
AC132837.2,-1.2,0.307
Msh6,-1.7,0.31
RP24-272D15.1,-1.1,0.299
Klhl24,-0.79,0.264
Tmem222,0.66,0.235
RP23-151N19.6,-3.3,0.242
Hells,5.3,0.168
Il1rap,3.6,0.242
Ipo7,3.2,0.268
RP23-68H24.4,5.4,0.158
Rps4x,0.57,0.216
Slbp,-0.65,0.254
Rnf121,-1.1,0.288
Cmss1,3.4,0.222
Snora31,-2.2,0.288
Calhm2,-1,0.284
Zfp26,3,0.267
Fastkd1,4.8,0.177
Zscan12,5.5,0.163
Dut,3.4,0.274
Rad51d,-1.4,0.312
Ercc6l,-4,0.222
RP23-241N10.2,-1.9,0.316
Cntln,3.8,0.246
Galt,1.2,0.309
Smndc1,-0.66,0.256
Pcbd2,1.1,0.283
Fam118a,3.2,0.257
RP23-403O11.9,1.5,0.303
Ncbp1,-0.92,0.279
Ccbl2,5.5,0.176
Serf1,3.9,0.244
Gas2l3,6.1,0.176
Rab3il1,-0.45,0.172
RP23-407I6.4,-2.6,0.272
Prpf18,-0.69,0.263
Zfp668,-2.3,0.289
Stx3,4.6,0.215
Glb1l,2.8,0.277
Eef1kmt4,1.7,0.32
Psmd2,0.54,0.222
Etl4,5.5,0.142
Pias3,-1.2,0.31
Bicral,-1.2,0.312
Itpkc,-1.1,0.31
Hmgn5,5.7,0.157
Cpsf7,-1.6,0.32
Chn2,0.55,0.226
Zfp12,-1.2,0.313
Slc25a4,0.52,0.193
Cdkl3,3.9,0.224
Plagl2,-1.8,0.32
Wdfy3,-1.1,0.292
Mir17hg,-4.2,0.239
Taf1c,5.1,0.173
Msantd2,-1.4,0.319
Zfp292,-0.79,0.246
RP23-114N13.4,-4,0.235
Sbno2,-1.2,0.293
Rpl15,0.61,0.248
Dido1,-1.4,0.306
RP23-349I9.6,-0.98,0.288
RP24-152H15.3,-3.4,0.261
Nanos1,-3.8,0.272
Tor2a,0.51,0.227
Cbr4,1.7,0.323
Bbs2,3.5,0.268
Nedd1,2.8,0.301
RP23-338E5.2,0.53,0.227
Fxyd6,5.9,0.148
Chrac1,0.52,0.222
Lekr1,5.6,0.157
Dalrd3,0.7,0.268
Fam117a,-2.2,0.302
Pla2g16,1,0.299
Ccl7,-3.4,0.242
RP23-348A6.1,5.2,0.178
RP23-419P16.9,-2.1,0.32
RP24-427N13.10,-3.5,0.25
RP24-122I22.2,-2.3,0.319
Cxcl16,0.56,0.203
Crtc3,-1.4,0.32
Slc5a6,2.3,0.32
Atp11a,3.5,0.258
Adcy9,-3.1,0.306
Dbt,-1.2,0.322
Nfatc2,-1.3,0.32
Surf6,-1.1,0.317
Ptger4,1.9,0.328
RP24-346B15.3,5.4,0.184
Mgst3,0.79,0.251
Taf3,0.92,0.283
Psma2,0.46,0.194
Aacs,2.9,0.296
Kctd21,3.4,0.289
Fancl,-1.1,0.28
Rnf10,-0.92,0.306
Polr3a,3,0.276
Zeb2,-0.48,0.205
Gramd1b,5.1,0.191
Fkrp,-1.8,0.322
RP23-418O21.3,-4.2,0.256
Ccdc77,2.5,0.302
Dnajc30,0.85,0.293
Wbscr22,0.76,0.25
Mark2,-1.7,0.32
Stat5a,-1.7,0.329
Cdk5rap1,-1.6,0.33
Nup37,1.6,0.33
Tfrc,3.5,0.268
Slc8b1,-0.83,0.275
Tctn1,3,0.268
Trpm7,-0.81,0.267
RP23-32A8.1,-0.5,0.208
Rfxap,-0.73,0.249
AA543186,-3.9,0.222
Rpl34,0.48,0.214
Rdm1,0.97,0.305
Rheb,0.48,0.214
Pianp,5.2,0.16
Gins2,4.3,0.264
mt-Rnr1,1.3,0.213
Ovca2,4.8,0.219
Lrrc61,2,0.328
Psme4,-1.4,0.327
Rnf219,-0.96,0.306
Pnp,-0.42,0.193
Irf7,3.6,0.265
Hyal1,-1.1,0.313
Jpx,4.3,0.222
Stard4,5,0.184
Phf11a,5,0.195
Fkbp11,5.3,0.198
RP24-167A12.1,2.8,0.299
Cd5,5.8,0.165
Mutyh,3.4,0.269
Wrap53,5.2,0.196
Ube2h,-0.86,0.275
Cptp,-1.2,0.326
Xylt1,4.8,0.184
RP23-370J16.1,5,0.199
Pqlc3,3.6,0.283
RP24-227L14.1,2.4,0.318
RP24-262G23.6,0.57,0.222
Sept8,1.8,0.335
Kdm5c,-1.3,0.32
Fam210b,1.5,0.335
Pfas,-3.2,0.267
Gtpbp2,-1,0.317
Taf4b,-4,0.232
